OrderID,Date,Product,Quantity,Price,Sales,Profit,Region
14264,2022-02-13,Laptop,1,38139,38139,9089.006786366564,East
14265,2022-03-04,Phone,3,30587,91761,14744.763140546578,South
14266,2024-07-14,Laptop,2,22897,45794,7702.805478707283,East
14267,2021-06-08,Desk,5,50176,250880,52405.531095571045,East
14268,2023-05-08,Chair,5,37848,189240,15589.260316414231,North
14269,2021-06-09,Chair,5,29847,149235,28781.507387526257,East
14270,2021-02-03,Laptop,2,12323,24646,5961.9701798300575,West
14271,2022-01-21,Desk,1,51788,51788,5605.127333690334,South
14272,2022-02-11,Keyboard,5,39645,198225,46535.42338171219,South
14273,2024-03-17,Phone,1,650,650,135.7110834042146,North
14274,2024-10-24,Phone,2,8409,16818,3073.4554278534965,South
14275,2021-08-20,Desk,4,18434,73736,8251.892163216533,North
14276,2024-09-05,Laptop,3,58856,176568,36759.02363854439,East
14277,2024-08-26,Mouse,3,58095,174285,35577.20144916435,West
14278,2021-05-01,Phone,4,39640,158560,36374.309328226154,West
14279,2024-06-03,Laptop,1,39038,39038,8688.681320355025,South
14280,2024-09-30,Tablet,5,25309,126545,21717.791886218216,West
14281,2022-08-21,Phone,2,32166,64332,3687.9823707809915,North
14282,2023-12-30,Desk,1,45442,45442,5373.464486605845,East
14283,2023-07-01,Mouse,4,28379,113516,18570.194892774154,North
14284,2024-04-25,Keyboard,1,17323,17323,1285.9561802821536,South
14285,2022-10-06,Mouse,1,50556,50556,9092.180492071093,West
14286,2024-08-20,Monitor,5,50950,254750,33994.15299460257,East
14287,2022-12-13,Mouse,1,45721,45721,4618.960279888365,North
14288,2023-10-01,Mouse,4,55736,222944,39084.035870012995,South
14289,2023-02-03,Keyboard,2,25808,51616,11113.775257553994,East
14290,2021-01-09,Mouse,3,11387,34161,6297.618331159117,North
14291,2023-07-06,Mouse,4,16018,64072,7079.708795809418,North
14292,2023-11-18,Tablet,2,14774,29548,1872.93351979278,North
14293,2023-06-08,Tablet,4,42624,170496,18537.513291663792,East
14294,2023-12-28,Tablet,2,24268,48536,9918.141276911196,North
14295,2021-06-11,Desk,5,31575,157875,29195.093626216672,North
14296,2023-10-03,Chair,1,25512,25512,6132.025089079143,North
14297,2021-10-10,Keyboard,3,1914,5742,1100.7442380574687,South
14298,2021-04-09,Mouse,2,41244,82488,14554.302286567396,North
14299,2022-10-16,Mouse,3,19023,57069,4380.672237168919,East
14300,2023-10-07,Phone,5,27874,139370,33199.431562369165,South
14301,2021-03-29,Laptop,5,14584,72920,16280.109928096945,North
14302,2024-10-02,Mouse,3,32133,96399,21046.30007281146,North
14303,2022-02-03,Chair,1,49847,49847,5746.949921919019,East
14304,2023-11-14,Desk,1,44740,44740,10163.01862351532,South
14305,2022-04-13,Chair,3,27862,83586,14084.9731976274,West
14306,2022-10-01,Desk,4,39872,159488,28605.521019765773,North
14307,2021-05-03,Laptop,4,35916,143664,18482.263724904307,South
14308,2021-04-21,Monitor,5,44209,221045,31393.848160240657,South
14309,2023-01-23,Monitor,5,34559,172795,11882.774855222095,East
14310,2021-03-03,Mouse,2,25370,50740,2537.910560009008,South
14311,2025-01-06,Keyboard,1,12035,12035,2247.1367838468063,West
14312,2022-05-20,Laptop,5,30660,153300,28315.574797148227,South
14313,2025-02-07,Tablet,2,17662,35324,7944.127582079293,West
14314,2021-10-13,Tablet,1,57078,57078,5202.21049444032,West
14315,2024-12-09,Chair,3,27871,83613,6888.627402174997,South
14316,2022-03-25,Chair,5,12464,62320,7993.862919171445,West
14317,2023-08-15,Mouse,5,41718,208590,40068.18066442835,South
14318,2022-09-21,Chair,4,30366,121464,20602.97598630331,East
14319,2022-04-26,Mouse,3,52112,156336,13532.8599788453,North
14320,2024-02-26,Tablet,4,18278,73112,10918.87128306863,South
14321,2021-11-24,Desk,5,21807,109035,6167.116722692564,North
14322,2021-05-20,Monitor,5,23186,115930,8176.703910162172,North
14323,2021-02-25,Chair,5,56910,284550,42119.14554505536,North
14324,2023-11-01,Tablet,5,40510,202550,17442.08296223189,West
14325,2024-10-27,Chair,2,48947,97894,6890.884158886874,East
14326,2021-10-27,Tablet,1,58664,58664,9096.384634631766,North
14327,2024-02-03,Chair,4,3107,12428,1348.6295157148709,North
14328,2022-11-27,Tablet,5,13325,66625,14530.98171092228,South
14329,2021-07-27,Chair,4,40493,161972,19379.751341536867,North
14330,2024-01-28,Chair,1,12705,12705,697.0143774228809,South
14331,2022-01-30,Desk,4,15984,63936,10112.385110838106,West
14332,2023-09-09,Tablet,2,56671,113342,28031.856699466975,South
14333,2024-12-22,Laptop,4,45247,180988,12801.76646965973,South
14334,2024-09-02,Mouse,1,11900,11900,2299.6739403470606,East
14335,2021-10-28,Phone,4,23028,92112,18890.040143584585,East
14336,2022-07-10,Keyboard,4,821,3284,244.40460966107665,West
14337,2024-10-17,Laptop,4,30242,120968,16288.407360925956,West
14338,2023-06-10,Tablet,4,1075,4300,869.3197501066093,West
14339,2024-11-20,Desk,2,26993,53986,4626.068704736113,East
14340,2024-10-31,Chair,5,50636,253180,39919.94898755741,East
14341,2023-01-04,Keyboard,5,48400,242000,35845.494968714986,West
14342,2024-11-06,Monitor,2,51119,102238,23733.09561136333,North
14343,2024-03-03,Monitor,1,42837,42837,3208.8049430014644,West
14344,2023-12-01,Keyboard,3,19807,59421,8435.319575262396,West
14345,2024-06-13,Chair,2,35253,70506,16072.497158501206,North
14346,2024-08-09,Mouse,3,49198,147594,20255.766767028148,West
14347,2023-02-04,Phone,3,53852,161556,21754.211746402758,North
14348,2025-01-19,Laptop,5,47015,235075,12104.602672379237,South
14349,2021-08-13,Keyboard,4,34653,138612,33914.01333845483,South
14350,2024-05-30,Phone,3,53520,160560,22361.672082486075,West
14351,2024-01-19,Laptop,3,19554,58662,4919.3795737955725,North
14352,2023-03-20,Monitor,3,7839,23517,2996.3098126461105,North
14353,2023-05-07,Laptop,5,34696,173480,16679.9357340425,West
14354,2021-05-01,Keyboard,1,5565,5565,693.7275765083624,South
14355,2022-06-30,Laptop,5,55071,275355,27090.297069369313,North
14356,2023-11-27,Mouse,1,49699,49699,3547.0924110868655,West
14357,2022-04-04,Keyboard,1,13486,13486,2930.3037633379536,South
14358,2022-12-30,Phone,3,12142,36426,7583.783660889411,West
14359,2023-10-16,Tablet,4,43071,172284,33667.3138500085,West
14360,2023-05-15,Tablet,5,18296,91480,20930.898308645337,North
14361,2025-01-11,Mouse,4,45477,181908,43993.08175271272,East
14362,2024-12-10,Laptop,5,24039,120195,26122.413215064444,West
14363,2023-09-24,Phone,3,2581,7743,1521.4916021783702,South
14364,2025-01-26,Chair,1,57016,57016,5687.646595375183,East
14365,2024-04-10,Tablet,2,18743,37486,5353.48754515674,South
14366,2024-10-09,Laptop,1,12390,12390,2025.1674872175895,West
14367,2021-03-18,Monitor,3,26773,80319,8520.016627558498,West
14368,2023-08-09,Mouse,1,20324,20324,1118.4471285468856,East
14369,2022-07-10,Mouse,4,9429,37716,7870.235498995254,North
14370,2021-11-23,Mouse,1,51986,51986,7806.711407386119,East
14371,2023-02-18,Chair,4,33370,133480,28145.855308534807,North
14372,2021-04-03,Laptop,3,10098,30294,7025.352200416984,North
14373,2024-03-01,Monitor,3,39929,119787,23486.38339594675,North
14374,2022-02-09,Desk,5,21118,105590,23196.266769832007,East
14375,2022-01-18,Phone,4,30107,120428,15889.130793274706,North
14376,2024-12-04,Chair,5,19393,96965,24032.612913906403,South
14377,2025-02-05,Chair,5,25246,126230,23831.94789886283,East
14378,2024-09-17,Chair,3,33538,100614,20686.672934047154,West
14379,2024-01-19,Phone,2,58615,117230,21428.68329645708,North
14380,2022-06-04,Chair,3,39197,117591,7355.271788477656,South
14381,2022-06-19,Laptop,5,2276,11380,1309.008020225368,East
14382,2022-02-22,Laptop,5,36441,182205,25022.542038351225,South
14383,2022-02-28,Tablet,4,34182,136728,27776.62407010524,South
14384,2022-03-08,Keyboard,5,4660,23300,5316.9738831150635,East
14385,2024-02-17,Monitor,5,5549,27745,6546.884615479361,South
14386,2023-08-25,Phone,5,42090,210450,41380.206625118735,South
14387,2021-03-13,Monitor,2,25872,51744,6896.872574589285,West
14388,2022-08-05,Mouse,3,18755,56265,8315.374722255201,East
14389,2023-02-23,Mouse,5,8541,42705,6268.515908195964,West
14390,2024-09-28,Phone,4,30912,123648,19954.435592208407,West
14391,2023-04-17,Keyboard,3,40760,122280,14481.475947900324,North
14392,2021-05-03,Monitor,4,30748,122992,11644.9755010073,East
14393,2021-03-11,Mouse,1,27381,27381,5614.886679680927,East
14394,2024-04-06,Mouse,5,58194,290970,52383.59704815902,South
14395,2024-11-11,Tablet,2,46148,92296,5410.31349254087,North
14396,2023-09-11,Monitor,2,28434,56868,9916.31072392775,South
14397,2023-05-22,Tablet,1,54629,54629,7287.443640539044,South
14398,2022-02-19,Chair,5,44652,223260,37222.09247001727,West
14399,2022-05-31,Desk,5,50649,253245,57451.92867396923,West
14400,2022-08-07,Phone,5,4756,23780,3956.444079931916,North
14401,2023-10-22,Laptop,5,27230,136150,21888.42591503372,East
14402,2022-10-30,Mouse,1,32367,32367,2250.791663978696,East
14403,2021-06-08,Laptop,4,11120,44480,2634.38370785383,South
14404,2022-04-04,Desk,1,25332,25332,4423.717084305864,West
14405,2022-10-03,Laptop,3,29571,88713,16169.550641229174,West
14406,2023-07-03,Phone,3,34782,104346,23342.438476457974,West
14407,2021-09-09,Desk,5,23273,116365,23195.703417480167,North
14408,2021-08-30,Mouse,1,19021,19021,4246.443710590702,South
14409,2022-11-10,Desk,1,19913,19913,3530.404073309589,East
14410,2022-11-30,Phone,4,9519,38076,5194.533142683397,East
14411,2023-03-30,Chair,3,15232,45696,3433.265745058877,West
14412,2022-10-15,Phone,3,28348,85044,7931.084216061306,North
14413,2024-09-30,Tablet,3,18014,54042,11281.288019405634,East
14414,2024-08-14,Chair,5,45707,228535,37797.50463336142,West
14415,2021-10-03,Laptop,4,52503,210012,25336.4522935668,East
14416,2021-12-27,Keyboard,5,21458,107290,19058.43982420081,South
14417,2021-06-24,Monitor,4,30653,122612,15180.811767462608,West
14418,2025-02-01,Monitor,5,37238,186190,11132.003382458364,East
14419,2022-07-14,Monitor,5,38395,191975,32057.679833664286,East
14420,2024-05-16,Monitor,1,33505,33505,7476.377854072694,East
14421,2025-01-16,Monitor,3,917,2751,263.6996885334047,East
14422,2022-10-13,Desk,1,8775,8775,1290.015540728454,West
14423,2022-11-16,Chair,1,3832,3832,859.4431432577524,East
14424,2022-03-19,Keyboard,2,53114,106228,24023.714235384097,South
14425,2023-03-17,Phone,4,31654,126616,27641.824473538363,North
14426,2024-09-09,Keyboard,4,16442,65768,11241.42090423707,East
14427,2022-12-11,Laptop,1,28711,28711,3390.7009439750386,West
14428,2022-12-06,Monitor,3,25125,75375,6100.850386245384,South
14429,2022-04-12,Mouse,2,31549,63098,12279.214492255063,North
14430,2022-11-23,Laptop,2,30744,61488,3778.75844831084,North
14431,2021-08-31,Monitor,3,37750,113250,11645.08288949275,East
14432,2022-02-17,Laptop,2,41580,83160,9180.211743548345,East
14433,2021-11-22,Keyboard,1,52491,52491,5424.141201298339,East
14434,2022-03-24,Mouse,5,11675,58375,14513.704768669437,North
14435,2023-11-21,Monitor,3,23557,70671,10132.037282903219,East
14436,2024-10-27,Mouse,4,7963,31852,6607.554387863717,West
14437,2022-02-18,Keyboard,5,54853,274265,23650.677903579264,North
14438,2021-08-26,Phone,5,29664,148320,33402.031127797534,North
14439,2024-07-04,Mouse,5,2641,13205,1934.0361603944043,East
14440,2022-01-28,Tablet,4,34781,139124,22211.43403109443,South
14441,2023-01-14,Chair,4,7476,29904,7126.225239098129,West
14442,2022-01-23,Keyboard,1,35255,35255,4525.9145993676075,West
14443,2021-12-27,Chair,4,3019,12076,741.2210042284487,East
14444,2023-03-02,Phone,4,47086,188344,22945.282908639874,West
14445,2021-05-27,Keyboard,1,56737,56737,4914.566519774492,South
14446,2021-12-19,Laptop,4,1081,4324,233.314773333304,East
14447,2024-05-14,Desk,5,6576,32880,7045.522883726063,West
14448,2023-08-04,Monitor,1,36658,36658,4337.831242816016,South
14449,2021-12-19,Desk,3,46038,138114,25480.367987143112,South
14450,2021-10-12,Monitor,4,54641,218564,21252.212576277518,South
14451,2024-01-19,Phone,3,30784,92352,20905.270488973965,North
14452,2022-03-22,Tablet,4,18149,72596,15369.849815929727,South
14453,2023-12-15,Laptop,3,46421,139263,15184.028232216318,South
14454,2022-01-21,Keyboard,2,58577,117154,7406.949247678422,North
14455,2024-03-28,Desk,1,7093,7093,402.6336060456343,North
14456,2022-08-26,Desk,2,14435,28870,5629.43289329382,North
14457,2022-11-10,Monitor,5,9017,45085,5137.644211229138,East
14458,2023-07-29,Monitor,5,26016,130080,24747.16119500729,North
14459,2024-08-29,Laptop,5,58707,293535,68794.38875368176,North
14460,2024-04-21,Keyboard,1,11329,11329,2122.7849330780027,West
14461,2021-12-17,Tablet,1,31973,31973,3075.619482912785,East
14462,2024-02-25,Monitor,2,50369,100738,17622.13083564377,West
14463,2022-06-08,Laptop,5,54077,270385,48941.33553877574,East
14464,2023-10-10,Mouse,5,40128,200640,20910.61590306472,East
14465,2022-03-16,Tablet,1,34751,34751,7261.902246654076,South
14466,2023-11-14,Phone,3,12736,38208,4181.850688436567,South
14467,2023-06-06,Tablet,1,9741,9741,1480.6092348026925,West
14468,2022-01-28,Chair,1,43490,43490,3057.978747873616,East
14469,2021-02-06,Laptop,4,37495,149980,21914.67109532725,East
14470,2022-03-29,Laptop,2,47090,94180,22447.738969193862,East
14471,2021-01-08,Phone,1,41115,41115,2090.464435905425,North
14472,2025-02-07,Desk,1,55632,55632,5787.2645467161265,North
14473,2022-03-21,Mouse,4,25295,101180,11526.398143742537,South
14474,2021-09-05,Desk,3,35039,105117,15350.861266342305,North
14475,2021-06-24,Desk,4,28272,113088,9165.134898515797,North
14476,2024-12-19,Keyboard,5,7471,37355,3518.3214983014873,West
14477,2024-10-14,Phone,5,31495,157475,22257.171826768827,West
14478,2023-11-02,Tablet,4,1061,4244,712.4191213782344,West
14479,2021-02-14,Mouse,1,58037,58037,14363.256863474053,South
14480,2023-02-27,Chair,2,46475,92950,9294.30793670364,South
14481,2022-12-12,Keyboard,1,15683,15683,1552.9591612722693,West
14482,2024-10-20,Tablet,1,561,561,80.29298612609921,North
14483,2021-02-09,Tablet,1,56872,56872,8129.792564662433,West
14484,2022-02-07,Monitor,4,29473,117892,18378.659642942224,North
14485,2023-02-11,Desk,5,35472,177360,27982.5640579838,West
14486,2023-07-22,Desk,3,57253,171759,9782.06401620654,South
14487,2022-02-05,Chair,2,5278,10556,843.863226936933,North
14488,2023-06-23,Tablet,2,21824,43648,2865.6514215741377,North
14489,2022-03-22,Desk,4,39459,157836,24296.98604750121,West
14490,2024-03-25,Chair,1,38317,38317,7808.724460388205,North
14491,2023-08-07,Keyboard,3,23075,69225,14762.312849128935,South
14492,2022-05-20,Phone,4,51351,205404,14473.486513173595,East
14493,2024-01-11,Chair,2,56320,112640,16432.79654987402,South
14494,2023-05-19,Tablet,1,38599,38599,7187.056334528356,North
14495,2024-08-30,Mouse,3,6387,19161,2604.1247002805394,North
14496,2023-01-01,Mouse,4,34078,136312,16055.998350110041,South
14497,2021-04-06,Phone,2,23891,47782,9187.461807594598,West
14498,2021-06-21,Mouse,2,14171,28342,6309.408091923162,North
14499,2021-04-13,Laptop,1,7795,7795,1513.0768790064521,West
14500,2023-06-05,Keyboard,1,49799,49799,9410.650965566327,West
14501,2024-06-17,Tablet,1,26606,26606,5592.1162049699,West
14502,2021-12-31,Phone,3,27412,82236,18334.670319295434,East
14503,2024-05-13,Monitor,3,39881,119643,8115.294384728677,West
14504,2023-11-27,Keyboard,5,2873,14365,1330.293654810325,West
14505,2023-12-18,Desk,3,51389,154167,27633.779091151377,West
14506,2021-06-10,Mouse,5,55838,279190,63174.16333169043,North
14507,2023-01-25,Phone,4,22414,89656,6709.687743283696,East
14508,2023-11-09,Mouse,2,47247,94494,23182.810733122504,East
14509,2024-01-19,Phone,5,17205,86025,10212.204000449885,East
14510,2021-05-24,Chair,3,7336,22008,1553.7956828323065,North
14511,2024-02-12,Tablet,4,39583,158332,32953.46150133769,East
14512,2023-04-09,Tablet,1,6866,6866,1225.6148523211389,West
14513,2024-11-07,Chair,2,13915,27830,6231.037330758281,North
14514,2023-02-09,Chair,5,51681,258405,40020.37480040236,North
14515,2021-04-30,Mouse,3,46745,140235,22018.86430196141,North
14516,2025-02-06,Desk,4,3654,14616,2830.4767619715735,South
14517,2021-07-25,Monitor,2,36117,72234,5450.1360604146075,East
14518,2022-07-22,Laptop,1,4684,4684,539.3939182607551,South
14519,2022-04-22,Mouse,5,43044,215220,37642.926061184764,East
14520,2021-09-09,Desk,1,53349,53349,10899.47187428606,North
14521,2021-01-20,Tablet,2,33328,66656,11210.107428646397,East
14522,2024-02-09,Chair,1,15181,15181,2831.032326126602,South
14523,2022-11-15,Laptop,4,33420,133680,31681.44256784011,North
14524,2024-09-21,Phone,2,48018,96036,13211.864667626547,North
14525,2024-01-27,Tablet,1,14782,14782,3690.4167190782223,East
14526,2022-05-02,Keyboard,2,14079,28158,3895.974518674738,West
14527,2022-11-02,Chair,4,26446,105784,10608.691645551951,South
14528,2024-08-15,Tablet,2,27855,55710,13678.793643990417,East
14529,2023-06-25,Laptop,1,46454,46454,10539.120379106436,North
14530,2023-01-30,Phone,1,17441,17441,3510.813932442273,South
14531,2024-12-06,Mouse,3,56893,170679,31596.70124829053,South
14532,2025-01-21,Monitor,1,57761,57761,12860.560970114737,North
14533,2021-05-19,Tablet,3,50201,150603,19894.766247021667,East
14534,2022-10-06,Chair,5,45038,225190,36731.372716292535,South
14535,2022-02-27,Phone,3,20965,62895,3855.4499907181457,West
14536,2021-07-17,Tablet,2,42066,84132,20497.19441964301,South
14537,2025-01-08,Desk,2,25361,50722,3512.3883924956126,North
14538,2023-02-11,Keyboard,4,58341,233364,53280.252198781665,East
14539,2022-10-30,Desk,2,6695,13390,2582.1155584467338,West
14540,2021-01-27,Tablet,4,15920,63680,10393.594238603622,South
14541,2021-05-18,Phone,3,30428,91284,19424.17216982133,West
14542,2022-10-23,Tablet,5,21605,108025,24446.52732252014,West
14543,2023-03-30,Monitor,2,23371,46742,9079.178665818064,South
14544,2022-02-18,Chair,2,33908,67816,15637.936020744939,North
14545,2024-06-23,Phone,4,6177,24708,1551.151545141962,North
14546,2024-06-28,Mouse,3,9640,28920,2582.989024256374,South
14547,2025-02-02,Tablet,4,5895,23580,2436.3485881011306,West
14548,2021-11-22,Tablet,2,2434,4868,1035.7996573396679,East
14549,2021-08-20,Chair,4,12045,48180,7693.217307118001,West
14550,2021-06-02,Tablet,5,22785,113925,7349.493961896962,North
14551,2022-01-19,Monitor,1,42576,42576,6508.065001120725,East
14552,2024-07-12,Chair,4,6811,27244,5771.145462935417,East
14553,2022-09-16,Mouse,5,6424,32120,3773.428986757036,East
14554,2024-05-11,Phone,5,29294,146470,15801.82833484529,West
14555,2021-07-04,Keyboard,3,59271,177813,23080.01751480281,South
14556,2021-11-21,Keyboard,1,49817,49817,7460.942435035727,South
14557,2023-02-25,Tablet,4,30554,122216,20643.276195089915,South
14558,2022-09-01,Tablet,5,45445,227225,46042.09546797693,East
14559,2023-05-09,Tablet,3,23948,71844,3947.489715938685,South
14560,2023-11-28,Desk,1,58092,58092,11660.986832632057,North
14561,2024-11-25,Chair,4,14821,59284,11918.827553353438,East
14562,2024-05-06,Tablet,3,57794,173382,19798.482300507803,East
14563,2021-08-09,Laptop,2,31824,63648,4195.446094913266,West
14564,2025-01-17,Chair,2,56108,112216,21353.949661884162,North
14565,2023-08-12,Keyboard,5,39438,197190,12746.560808605554,East
14566,2024-04-15,Mouse,5,42651,213255,52539.29344633969,North
14567,2022-02-27,Keyboard,2,55789,111578,8817.128761305565,South
14568,2022-05-20,Chair,3,41106,123318,11878.50942497677,West
14569,2021-03-25,Mouse,5,39987,199935,27291.800869515395,North
14570,2021-10-22,Monitor,4,30676,122704,13320.446076437483,West
14571,2023-01-14,Laptop,4,24105,96420,6752.879033301351,North
14572,2024-09-22,Tablet,3,31919,95757,17399.745915223255,West
14573,2024-07-08,Mouse,4,25772,103088,22106.921562694977,South
14574,2021-05-08,Laptop,4,33022,132088,26610.801057716333,North
14575,2023-10-23,Laptop,3,24967,74901,17672.372705526584,South
14576,2022-01-06,Tablet,1,24440,24440,5708.735499376556,East
14577,2022-07-05,Chair,5,12070,60350,7140.725744778228,East
14578,2025-01-21,Desk,5,34886,174430,15768.530598151217,East
14579,2022-10-06,Phone,1,1531,1531,245.62947569004632,South
14580,2022-06-29,Monitor,3,10257,30771,3220.515813051173,North
14581,2022-06-10,Phone,2,2290,4580,772.5940699199815,West
14582,2022-04-15,Phone,3,25829,77487,18741.099973281285,North
14583,2022-06-25,Phone,5,21716,108580,8735.131491703336,East
14584,2022-09-01,Desk,4,11080,44320,2855.6850050787357,West
14585,2021-03-26,Monitor,1,31765,31765,6543.640572560977,North
14586,2021-04-19,Chair,3,41238,123714,30089.931798663383,South
14587,2025-01-10,Phone,1,14265,14265,2784.1406169232546,East
14588,2021-02-17,Laptop,3,30177,90531,8454.662453385976,South
14589,2022-07-28,Chair,4,44382,177528,34439.51892401382,South
14590,2022-02-21,Phone,2,4498,8996,1492.178537312848,East
14591,2023-06-18,Keyboard,2,6396,12792,1896.935620120298,West
14592,2022-11-23,Phone,2,25650,51300,3754.712154904148,East
14593,2024-07-15,Chair,2,19542,39084,5877.931789601221,South
14594,2023-03-12,Chair,5,19502,97510,12429.535547229438,West
14595,2021-11-28,Keyboard,5,23022,115110,21712.619540354925,South
14596,2021-02-18,Chair,3,9462,28386,2177.8960978968144,West
14597,2024-11-14,Phone,1,45977,45977,11277.761256277097,East
14598,2021-02-24,Phone,1,31308,31308,2179.815640703894,North
14599,2023-03-25,Monitor,2,44109,88218,10098.235021102,North
14600,2022-09-25,Monitor,5,17682,88410,19836.666903884045,North
14601,2022-02-07,Keyboard,4,58586,234344,34777.258108455135,South
14602,2021-09-18,Desk,2,52739,105478,17533.496554286678,West
14603,2024-05-16,Tablet,4,35578,142312,17392.937603368093,North
14604,2024-07-19,Monitor,2,30672,61344,9729.10553837332,East
14605,2022-04-29,Monitor,5,36008,180040,9084.070049925662,East
14606,2023-02-03,Mouse,4,9150,36600,2636.5485204103547,West
14607,2021-11-21,Desk,1,35084,35084,7909.826666112891,South
14608,2021-03-10,Phone,5,20312,101560,15503.387050069028,South
14609,2022-07-22,Tablet,3,23587,70761,9849.106950907048,East
14610,2023-04-25,Keyboard,2,28578,57156,11395.360942564166,West
14611,2023-04-17,Phone,3,1993,5979,622.7732797267543,North
14612,2021-03-10,Keyboard,4,2177,8708,1273.1052484277745,South
14613,2023-05-31,Desk,5,22627,113135,9965.070172692038,East
14614,2022-02-17,Tablet,3,59685,179055,12134.566174893489,East
14615,2021-07-06,Desk,4,1476,5904,448.25174300024105,South
14616,2024-10-08,Keyboard,2,24832,49664,7238.136830916587,East
14617,2022-11-29,Desk,3,16073,48219,11125.849862560852,East
14618,2022-10-27,Phone,3,344,1032,107.83772048041007,East
14619,2024-06-22,Phone,3,650,1950,475.16586392192295,East
14620,2022-09-16,Chair,5,48933,244665,29894.71894291591,South
14621,2021-08-31,Monitor,3,10181,30543,2410.021421752697,East
14622,2024-05-18,Chair,5,38774,193870,25828.149690322363,North
14623,2021-11-04,Monitor,1,55889,55889,10664.179438338933,North
14624,2023-12-27,Keyboard,4,26087,104348,12522.19286091921,East
14625,2024-06-25,Chair,1,25251,25251,6176.865699980646,North
14626,2023-07-17,Phone,2,32691,65382,11200.184851595748,West
14627,2024-12-13,Chair,2,3467,6934,1306.811976590619,South
14628,2024-03-25,Keyboard,2,16707,33414,3583.5808763466007,South
14629,2022-07-13,Desk,5,6894,34470,3580.0659383360658,South
14630,2021-01-10,Monitor,4,10163,40652,5906.4312341986915,East
14631,2024-07-10,Laptop,2,59443,118886,26637.235340648094,North
14632,2023-12-24,Chair,5,59483,297415,43381.78914134499,West
14633,2022-06-13,Tablet,4,19972,79888,7722.326037030295,West
14634,2021-12-31,Mouse,4,7131,28524,4286.8684837216,East
14635,2022-04-15,Phone,3,5154,15462,3323.127055421848,West
14636,2021-03-25,Desk,5,43010,215050,24514.40414091388,North
14637,2023-03-09,Phone,1,6811,6811,607.9234698536786,North
14638,2023-06-19,Desk,4,12651,50604,8248.89681738426,East
14639,2021-08-14,Phone,1,10679,10679,2044.7541252026488,East
14640,2024-09-28,Mouse,5,55394,276970,61091.498168437865,North
14641,2024-02-09,Keyboard,4,43137,172548,28288.63596018623,West
14642,2023-07-30,Laptop,4,26955,107820,13307.722200644073,North
14643,2021-01-25,Keyboard,1,56917,56917,10533.849764152332,North
14644,2021-12-06,Desk,5,57916,289580,58510.731621333,West
14645,2024-01-04,Desk,2,58418,116836,20915.745103518984,East
14646,2023-05-26,Mouse,4,50630,202520,26858.01371937838,South
14647,2024-07-03,Chair,2,9289,18578,4032.946429371575,North
14648,2024-11-25,Tablet,5,48926,244630,23852.177937058088,East
14649,2024-12-24,Phone,4,13868,55472,8125.385321351621,East
14650,2021-09-10,Monitor,2,26010,52020,6131.929920746109,East
14651,2022-11-08,Keyboard,4,30509,122036,13392.49934233186,North
14652,2024-03-04,Chair,1,28939,28939,3444.1600246482153,East
14653,2021-10-20,Monitor,2,28579,57158,9938.217200511615,West
14654,2023-09-29,Phone,4,50321,201284,11234.050802850023,North
14655,2023-05-23,Phone,3,4737,14211,1051.3993620994786,North
14656,2024-06-22,Tablet,2,27558,55116,7852.259585239423,East
14657,2024-11-26,Tablet,1,31674,31674,4860.404757241751,North
14658,2024-04-04,Monitor,3,22838,68514,17052.493462364884,North
14659,2023-03-01,Mouse,3,52689,158067,20169.32611413036,West
14660,2021-05-28,Keyboard,4,40327,161308,28962.70067415462,South
14661,2024-04-19,Mouse,2,46074,92148,9575.392768523072,North
14662,2021-04-07,Desk,1,39805,39805,8555.709844701601,West
14663,2024-03-13,Mouse,3,1377,4131,744.378820152879,East
14664,2023-01-10,Keyboard,5,19712,98560,11751.084247413313,West
14665,2022-04-11,Chair,2,9790,19580,4808.070119386119,West
14666,2023-01-09,Phone,1,47031,47031,6558.445613403549,North
14667,2021-10-01,Desk,1,2745,2745,261.687290699331,South
14668,2024-02-15,Mouse,3,48008,144024,10509.94775269583,North
14669,2022-01-09,Tablet,1,44869,44869,3589.1018017716947,East
14670,2021-10-03,Laptop,2,51464,102928,5371.981774007891,East
14671,2021-04-02,Keyboard,3,55793,167379,26322.128389008256,South
14672,2024-11-21,Mouse,5,26735,133675,25157.61710157245,North
14673,2024-06-10,Mouse,3,30307,90921,15604.681648181779,East
14674,2023-10-23,Keyboard,2,25676,51352,4150.901079382189,East
14675,2023-02-27,Laptop,2,16713,33426,7936.312304998332,North
14676,2024-06-09,Tablet,1,12371,12371,854.4525782690771,East
14677,2023-04-10,Tablet,1,18830,18830,1549.9235138730069,South
14678,2024-11-09,Tablet,1,29032,29032,1874.9231079567192,North
14679,2022-12-12,Tablet,1,4314,4314,645.014911774863,West
14680,2022-01-08,Chair,3,38232,114696,17917.6852581848,East
14681,2022-10-20,Tablet,3,1850,5550,540.8267280123604,North
14682,2022-09-11,Desk,3,55949,167847,22247.20955369333,West
14683,2022-09-02,Mouse,1,48374,48374,4727.24045645526,East
14684,2024-04-24,Phone,3,12624,37872,2094.5204801951104,West
14685,2021-11-25,Mouse,4,18105,72420,13565.217315035385,East
14686,2023-03-19,Chair,5,44392,221960,47416.32071137267,West
14687,2023-08-09,Monitor,2,33037,66074,13352.164679168136,South
14688,2022-07-21,Phone,2,33651,67302,14513.403764545368,South
