EmployeeID,Department,Salary,Rating,JoiningDate
16042,Finance,125431,3,2022-03-04
16043,IT,137798,2,2023-09-05
16044,HR,129162,2,2022-04-20
16045,Sales,84357,1,2022-06-17
16046,Sales,31049,1,2021-11-11
16047,IT,115974,1,2024-12-05
16048,Finance,105588,1,2021-06-01
16049,Operations,75870,5,2023-04-08
16050,IT,67031,5,2022-02-06
16051,Operations,132786,4,2024-02-17
16052,Operations,54148,1,2024-03-30
16053,HR,89248,2,2023-04-02
16054,Operations,141383,2,2021-08-18
16055,Finance,52321,1,2024-09-14
16056,HR,79200,4,2022-02-22
16057,Operations,59581,4,2021-08-29
16058,Sales,127106,4,2021-09-09
16059,HR,98660,5,2022-03-26
16060,Finance,30278,3,2024-05-24
16061,Finance,141598,5,2023-12-30
16062,IT,46610,5,2023-01-11
16063,Sales,110773,4,2023-04-28
16064,HR,55758,5,2022-11-16
16065,Finance,136662,5,2022-05-27
16066,Operations,45323,5,2023-09-28
16067,HR,52520,1,2021-11-06
16068,HR,65605,1,2021-05-29
16069,IT,40414,1,2024-04-11
16070,IT,136056,2,2023-12-25
16071,Finance,115825,5,2021-09-21
16072,Sales,43061,3,2022-11-10
16073,IT,60344,3,2023-05-22
16074,Sales,142712,3,2022-06-27
16075,IT,71983,5,2024-03-13
16076,Finance,133687,1,2022-06-28
16077,HR,103684,1,2021-06-16
16078,IT,104630,5,2024-11-13
16079,IT,86470,5,2023-01-15
16080,IT,32401,1,2021-12-24
16081,HR,72447,1,2024-06-10
16082,Operations,118640,1,2023-04-01
16083,Finance,34700,3,2022-08-03
16084,Operations,44688,5,2022-11-30
16085,Sales,107285,5,2021-09-10
16086,HR,137309,1,2021-04-04
16087,Operations,83327,1,2021-05-18
16088,Operations,101619,2,2023-06-25
16089,HR,46497,5,2022-02-17
16090,Finance,122998,3,2021-03-13
16091,Operations,33492,1,2021-11-13
16092,Finance,63289,3,2021-03-23
16093,Sales,123491,3,2023-06-15
16094,Sales,50505,3,2022-12-16
16095,Operations,87938,4,2021-12-23
16096,HR,106157,2,2022-06-18
16097,Operations,26188,3,2021-04-01
16098,HR,74616,2,2023-12-17
16099,IT,86115,4,2024-06-05
16100,Sales,88282,3,2024-04-04
16101,IT,90112,3,2022-01-03
16102,IT,108689,2,2022-07-06
16103,Sales,127351,4,2021-04-10
16104,HR,83786,1,2021-05-19
16105,Sales,30822,2,2023-06-08
16106,Finance,93026,2,2021-03-01
16107,Finance,33669,1,2022-11-05
16108,IT,82787,2,2022-04-05
16109,Finance,122060,4,2025-01-29
16110,Operations,67807,3,2024-07-15
16111,Finance,55829,3,2021-07-27
16112,IT,144163,5,2023-03-06
16113,Operations,98860,1,2022-08-02
16114,Sales,62187,4,2023-08-10
16115,Operations,133076,3,2024-12-25
16116,Sales,106577,3,2022-08-05
16117,Finance,93220,1,2024-09-06
16118,Sales,57928,4,2024-02-16
16119,Finance,68200,4,2021-01-11
16120,Operations,124101,3,2024-10-09
16121,Operations,115781,3,2024-12-06
16122,IT,41064,4,2024-02-02
16123,Sales,131858,5,2024-01-28
16124,IT,148212,2,2022-06-26
16125,Operations,34613,1,2022-02-19
16126,HR,93893,4,2021-08-18
16127,IT,81193,3,2022-04-30
16128,Sales,143884,1,2024-12-08
16129,Sales,61395,4,2021-06-30
16130,Sales,72790,1,2024-11-23
16131,HR,31466,4,2021-01-17
16132,Operations,85362,4,2021-06-18
16133,IT,91531,5,2024-12-07
16134,Operations,86907,4,2023-12-28
16135,IT,128509,5,2022-08-08
16136,Sales,63773,3,2022-04-03
16137,HR,116874,3,2022-04-10
16138,Sales,68211,4,2023-06-20
16139,HR,105287,3,2024-08-13
16140,Operations,92462,5,2021-04-01
16141,Sales,28061,2,2024-01-08
16142,Finance,108834,1,2022-10-13
16143,IT,124151,4,2022-09-17
16144,IT,126014,5,2022-08-22
16145,Finance,27585,4,2024-09-24
16146,Sales,39920,1,2022-02-20
16147,Finance,36163,5,2023-02-28
16148,IT,26957,1,2024-06-23
16149,Sales,97559,5,2024-12-05
16150,Finance,37058,5,2024-04-28
16151,HR,67950,3,2023-02-22
16152,Sales,125876,4,2024-10-21
16153,Sales,38757,5,2022-11-20
16154,Operations,149787,3,2021-04-15
16155,HR,80874,2,2023-02-02
16156,Operations,118503,2,2021-06-05
16157,HR,37314,1,2025-01-24
16158,HR,65946,5,2023-03-05
16159,HR,37674,1,2023-05-05
16160,Sales,60539,5,2022-09-12
16161,Finance,69910,1,2021-01-12
16162,Finance,28346,1,2024-08-22
16163,Sales,58011,5,2022-03-27
16164,IT,55871,1,2023-11-16
16165,HR,70362,3,2024-09-12
16166,Sales,135062,2,2021-10-17
16167,Finance,76695,4,2022-01-18
16168,Finance,106544,5,2021-08-03
16169,Sales,101346,3,2022-03-13
16170,Finance,82425,3,2022-06-13
16171,Operations,92902,5,2021-08-21
16172,Finance,149422,4,2023-11-24
16173,Finance,115322,3,2023-07-31
16174,Operations,145402,3,2023-07-07
16175,HR,66251,3,2023-02-01
16176,Finance,87422,2,2024-03-13
16177,Finance,111193,4,2024-01-08
16178,Operations,130929,2,2024-04-21
16179,HR,43777,4,2022-07-26
16180,IT,101100,5,2021-05-23
16181,Sales,114623,4,2021-03-03
16182,Finance,54248,3,2023-10-20
16183,Sales,31973,1,2022-11-14
16184,Sales,112628,1,2021-09-03
16185,Operations,58939,1,2024-11-21
16186,HR,134276,2,2024-11-12
16187,Sales,32043,4,2024-10-19
16188,Sales,120741,4,2023-12-27
16189,IT,62750,2,2024-01-14
16190,Sales,64433,1,2023-06-09
16191,Sales,72358,5,2025-01-27
16192,IT,80584,2,2023-04-02
16193,Operations,121014,4,2022-12-28
16194,Finance,65836,4,2024-12-13
16195,IT,34701,1,2024-03-25
16196,Operations,72654,2,2024-03-17
16197,Sales,36392,4,2024-06-29
16198,Finance,35612,1,2021-12-27
16199,Finance,122367,2,2021-10-03
16200,Operations,56330,1,2021-03-31
16201,Operations,131536,4,2022-08-10
16202,Operations,80177,1,2024-11-10
16203,IT,141240,4,2021-08-04
16204,Sales,71384,5,2024-11-20
16205,Sales,96642,5,2021-05-27
16206,HR,82117,3,2021-04-09
16207,IT,115873,4,2022-11-20
16208,Sales,73867,4,2021-08-11
16209,Operations,100747,1,2021-10-05
16210,Operations,88564,1,2021-12-12
16211,HR,43198,4,2021-06-21
16212,HR,26233,5,2024-05-29
16213,Finance,64009,2,2024-10-07
16214,Finance,134325,1,2024-02-18
16215,Operations,134354,5,2023-02-01
16216,Finance,99446,3,2022-11-12
16217,IT,24948,4,2023-08-05
16218,IT,147860,1,2023-06-30
16219,Operations,131041,5,2023-03-29
16220,Sales,24039,2,2022-08-05
16221,Sales,43091,1,2021-07-06
16222,Sales,112422,4,2023-05-19
16223,IT,86033,4,2021-04-02
16224,IT,36289,5,2024-06-21
16225,IT,31772,1,2022-05-23
16226,HR,125658,3,2021-02-03
16227,Sales,143237,2,2024-03-02
16228,Finance,111547,2,2023-01-01
16229,Sales,86550,5,2023-12-05
16230,IT,85771,5,2022-01-20
16231,IT,87305,5,2021-01-27
16232,IT,92849,3,2022-05-28
16233,HR,106919,3,2024-04-23
16234,Operations,113751,1,2021-09-05
16235,Sales,45012,2,2022-05-13
16236,IT,58171,4,2023-01-09
16237,HR,23206,4,2021-05-17
16238,Sales,133718,3,2022-01-12
16239,Operations,53407,3,2021-04-10
16240,HR,52237,1,2024-04-25
16241,HR,108963,5,2023-05-11
16242,IT,32634,4,2022-02-27
16243,IT,136855,1,2021-12-04
16244,Sales,57478,2,2024-04-04
16245,Finance,128629,2,2022-01-12
16246,Operations,130812,1,2022-01-16
16247,Sales,30881,3,2022-12-04
16248,Operations,99942,3,2022-08-29
16249,Finance,33441,3,2023-11-29
16250,IT,25628,4,2024-06-14
16251,Sales,98838,1,2024-08-03
16252,Sales,138244,4,2024-04-20
16253,IT,136814,1,2024-11-06
16254,Finance,54265,5,2023-07-31
16255,Finance,100410,1,2022-12-11
16256,Operations,53693,4,2023-11-20
16257,IT,86007,5,2021-09-15
16258,Sales,146701,2,2021-01-02
16259,Operations,77793,5,2021-07-25
16260,Sales,128355,1,2023-04-05
16261,Finance,61400,5,2022-06-16
16262,HR,132263,2,2024-08-28
16263,Sales,120952,2,2024-11-29
16264,HR,123742,2,2024-08-16
16265,Finance,115439,2,2021-07-01
16266,HR,85163,4,2024-11-24
16267,IT,106830,2,2021-04-20
16268,Finance,124342,1,2022-04-10
16269,Sales,130977,2,2021-08-19
16270,Finance,22172,1,2024-09-02
16271,HR,137455,5,2022-07-02
16272,IT,140743,3,2021-08-16
16273,Operations,60832,3,2023-09-17
16274,HR,121612,2,2022-10-20
16275,Sales,62802,5,2021-10-09
16276,Finance,37017,4,2024-10-05
16277,Operations,121304,2,2022-08-21
16278,Operations,125818,5,2024-04-27
16279,IT,141647,5,2025-01-04
16280,HR,113873,2,2022-10-28
16281,Operations,71410,4,2023-01-29
16282,IT,53097,5,2024-09-05
16283,Sales,56769,4,2022-09-30
16284,Sales,133623,3,2023-11-21
16285,IT,95871,2,2023-01-07
16286,HR,71224,4,2022-10-21
16287,IT,108400,1,2021-02-17
16288,HR,104351,5,2023-06-15
16289,Finance,146835,4,2024-06-09
16290,Finance,50399,2,2022-02-04
16291,Sales,55368,5,2025-01-26
16292,HR,36455,4,2023-10-26
16293,Finance,86250,1,2024-11-21
16294,Sales,66785,5,2021-04-07
16295,HR,77020,5,2024-09-16
16296,Operations,79614,2,2021-08-02
16297,Finance,99069,4,2021-01-19
16298,Operations,99193,4,2022-07-20
16299,Sales,60282,5,2021-12-04
16300,HR,126756,3,2025-01-25
16301,IT,112194,2,2022-09-18
16302,HR,99466,5,2021-04-17
16303,Sales,36588,5,2021-03-01
16304,Sales,114484,2,2024-12-12
16305,Operations,141165,3,2022-08-16
16306,Finance,134938,1,2025-02-05
16307,IT,72331,5,2022-11-04
16308,Sales,107680,5,2023-05-01
16309,HR,55367,5,2021-01-15
16310,Finance,58930,1,2023-04-17
16311,HR,68316,5,2022-10-23
16312,Operations,119477,5,2023-05-15
16313,HR,45840,3,2021-10-31
16314,Finance,109679,3,2023-07-06
16315,Sales,91413,1,2023-07-07
16316,Operations,116233,2,2024-04-18
16317,Sales,120590,4,2024-02-02
16318,HR,116211,1,2022-12-31
16319,Operations,92391,2,2022-06-03
16320,Operations,21210,4,2021-09-04
16321,HR,98984,2,2022-09-21
16322,IT,21974,3,2023-05-28
16323,IT,80822,1,2024-08-09
16324,Sales,84005,2,2024-04-18
16325,IT,60482,2,2021-01-13
16326,HR,46724,1,2024-12-08
16327,Sales,146809,5,2025-01-10
16328,Sales,70496,1,2021-08-26
16329,HR,94900,3,2022-09-20
16330,Finance,73583,3,2021-11-27
16331,Finance,133200,2,2023-06-11
16332,Finance,52939,1,2024-08-19
16333,HR,111709,1,2023-08-28
16334,Sales,71717,2,2024-03-07
16335,Finance,25905,5,2021-10-08
16336,Finance,101632,1,2022-07-25
16337,Finance,111899,3,2023-07-26
16338,Sales,104402,5,2024-02-06
16339,HR,97178,1,2022-03-12
16340,HR,66404,2,2023-02-17
16341,IT,69044,2,2024-03-29
16342,Operations,52239,5,2022-01-01
16343,Sales,143047,1,2023-05-21
16344,HR,124002,2,2024-08-30
16345,HR,88185,3,2024-06-12
16346,Sales,123250,2,2024-08-22
16347,HR,122454,4,2022-10-09
16348,Sales,101931,1,2021-02-08
16349,IT,90658,1,2023-04-02
16350,HR,106713,4,2021-11-13
16351,Sales,59786,4,2023-07-01
16352,Operations,87559,5,2023-04-09
16353,IT,79120,1,2024-07-19
16354,IT,93481,5,2021-01-15
16355,IT,62853,3,2022-09-04
16356,Finance,72077,3,2024-07-17
16357,HR,60074,5,2022-06-02
16358,IT,42431,4,2024-07-29
16359,IT,139361,2,2023-01-22
16360,IT,45907,4,2021-02-26
16361,Operations,58479,1,2024-02-11
16362,IT,57893,2,2022-11-17
16363,Sales,28394,5,2021-09-20
16364,Sales,48132,3,2022-03-11
16365,IT,32122,5,2022-03-30
16366,Operations,103531,3,2024-05-15
16367,IT,36403,4,2024-12-01
16368,IT,104950,5,2023-05-05
16369,Finance,117768,4,2023-08-15
16370,Sales,142655,3,2022-08-12
16371,IT,32476,4,2022-09-13
16372,Finance,94190,3,2024-12-31
16373,IT,134339,1,2021-07-25
16374,Sales,74923,3,2023-08-05
16375,IT,88529,5,2022-01-23
16376,IT,67694,3,2022-05-16
16377,Sales,21358,5,2024-04-09
16378,Operations,60044,5,2023-12-25
16379,IT,140421,4,2023-12-16
16380,IT,85725,1,2021-01-01
16381,Operations,113691,5,2022-02-28
16382,Finance,111160,5,2022-06-04
16383,Finance,32599,5,2021-06-30
16384,HR,132901,5,2023-01-23
16385,HR,44426,1,2024-04-19
16386,Finance,55494,1,2024-10-18
16387,IT,120246,1,2024-03-09
16388,Finance,47364,5,2023-08-10
16389,Finance,139690,4,2022-02-21
16390,IT,55383,3,2024-10-28
16391,Operations,142091,4,2021-01-24
16392,Finance,64650,4,2023-01-09
16393,Sales,77175,1,2021-01-21
16394,Finance,92667,4,2023-10-01
16395,HR,61984,2,2023-04-27
16396,Sales,115982,4,2024-05-11
16397,Operations,98547,1,2024-11-17
16398,HR,123287,4,2024-02-23
16399,Sales,42201,4,2024-09-07
16400,HR,116776,4,2021-05-03
16401,Finance,46231,1,2024-08-28
16402,Operations,92622,4,2023-09-19
16403,HR,80628,1,2022-08-11
16404,Sales,79132,5,2022-06-01
16405,IT,48716,1,2022-07-06
16406,HR,106709,3,2024-06-24
16407,HR,118763,3,2023-09-28
16408,HR,43424,5,2022-11-24
16409,HR,78577,5,2022-09-26
16410,IT,67022,4,2022-10-24
16411,HR,28871,3,2024-01-19
16412,Operations,29992,2,2024-08-06
16413,HR,95657,2,2024-07-06
16414,Sales,69322,5,2021-08-02
16415,HR,84234,5,2021-11-11
16416,Finance,53981,5,2024-09-26
16417,HR,131092,3,2024-09-26
16418,Sales,78357,5,2023-06-15
16419,IT,56214,5,2022-09-26
16420,IT,59123,1,2023-09-11
16421,IT,85864,3,2024-08-25
16422,IT,134581,5,2023-06-06
16423,HR,40084,1,2021-05-26
16424,Finance,106029,1,2023-02-27
16425,IT,89187,1,2025-01-23
16426,Sales,90910,5,2021-05-25
16427,IT,57287,3,2022-06-06
16428,Finance,145101,5,2022-08-05
16429,Finance,106500,5,2021-05-22
16430,IT,97789,4,2023-09-08
16431,Finance,62087,3,2021-09-20
16432,IT,32055,4,2021-04-19
16433,Operations,41131,5,2023-05-03
16434,Finance,100575,1,2022-08-25
16435,Sales,113343,3,2024-08-01
16436,IT,80445,5,2021-05-04
16437,Sales,29137,3,2021-05-10
16438,IT,142385,5,2021-03-10
16439,Finance,48261,4,2024-04-03
16440,Sales,82637,2,2021-12-08
16441,Operations,78818,1,2024-09-14
16442,Finance,63747,1,2024-02-06
16443,Finance,32987,3,2023-01-05
16444,IT,71474,1,2024-05-30
16445,HR,105471,3,2022-10-04
16446,Finance,58755,4,2022-02-13
16447,Operations,78402,5,2023-09-03
16448,HR,70000,4,2024-11-05
16449,Finance,138758,4,2023-06-13
16450,HR,77699,5,2022-12-22
16451,HR,84951,2,2022-11-24
16452,Operations,39326,3,2022-12-13
16453,Sales,66998,5,2021-12-24
16454,Sales,119227,5,2021-06-21
16455,Sales,40371,2,2021-08-07
16456,Sales,147760,5,2022-10-23
16457,Sales,118153,2,2021-01-27
16458,IT,137532,4,2021-06-28
16459,IT,100466,4,2021-10-29
16460,IT,23996,4,2023-05-09
16461,IT,38151,4,2021-08-29
16462,Operations,86996,1,2024-03-10
16463,IT,56882,3,2023-11-20
16464,Sales,66036,3,2022-01-28
16465,Sales,42713,3,2022-08-11
16466,Sales,145955,3,2023-06-05
16467,Sales,45304,4,2023-07-07
16468,HR,32591,1,2022-11-05
16469,IT,75440,5,2024-07-02
16470,Sales,130750,5,2022-06-28
16471,Operations,59898,1,2023-04-10
16472,Finance,72965,2,2024-01-06
16473,Finance,40492,2,2021-12-01
16474,Sales,91562,1,2021-08-17
16475,IT,46344,5,2022-08-20
16476,IT,68206,3,2022-07-17
16477,HR,121473,2,2024-04-04
16478,Operations,98691,2,2024-05-25
16479,Sales,140552,1,2022-10-16
16480,Finance,147989,4,2024-07-29
16481,Sales,105329,3,2023-02-10
16482,IT,144241,1,2023-05-11
16483,Finance,48649,3,2022-01-07
16484,Sales,146360,4,2021-02-19
16485,Sales,140283,5,2023-03-31
16486,Operations,21553,4,2021-01-05
16487,Operations,91442,5,2021-10-25
16488,HR,70780,3,2024-12-03
16489,Finance,84376,3,2021-10-07
16490,Sales,95964,2,2021-03-17
16491,HR,46064,2,2022-11-25
16492,Sales,134467,1,2022-01-14
16493,IT,104566,3,2023-01-22
16494,Sales,131455,1,2022-11-22
16495,HR,42875,4,2022-05-17
16496,Sales,24558,5,2021-02-07
16497,IT,114116,5,2024-07-20
16498,HR,91912,5,2024-09-05
16499,IT,27691,3,2024-07-21
16500,Operations,25347,4,2022-03-31
16501,Finance,94435,4,2022-06-17
16502,Sales,99654,5,2021-05-25
16503,Sales,43086,3,2023-01-01
16504,Operations,62297,3,2023-11-27
16505,Sales,45891,1,2023-07-30
16506,Operations,144630,4,2024-07-28
16507,IT,124128,2,2022-05-09
16508,Operations,108155,4,2021-05-15
16509,IT,48869,1,2022-07-21
16510,Finance,26555,1,2021-02-06
16511,HR,147029,5,2023-06-21
16512,IT,77732,1,2021-09-14
16513,Sales,132746,4,2023-09-02
16514,Operations,115282,4,2022-05-02
16515,Finance,28614,1,2024-05-08
16516,Finance,131221,5,2023-12-02
16517,Operations,137704,3,2023-02-07
16518,Finance,120285,2,2024-08-25
16519,Finance,85690,4,2022-04-07
16520,IT,75458,1,2021-09-22
16521,HR,30577,1,2022-03-31
16522,Sales,52695,1,2021-02-04
16523,Operations,23624,1,2023-11-29
16524,Finance,143320,2,2021-12-01
16525,Finance,143735,4,2024-11-24
16526,Finance,57322,1,2021-07-19
16527,Finance,37425,5,2021-02-24
16528,HR,137592,3,2024-02-28
16529,IT,86541,5,2021-09-06
16530,HR,107556,5,2024-04-08
16531,HR,97667,4,2021-08-27
16532,Finance,144503,3,2022-03-22
16533,IT,120717,5,2021-09-07
16534,Sales,52233,5,2023-02-23
16535,Finance,25986,2,2023-06-07
16536,HR,148056,4,2024-07-31
16537,IT,74203,4,2024-04-03
16538,Finance,60973,4,2023-12-13
16539,Finance,74555,5,2023-11-19
16540,HR,59802,5,2021-09-14
16541,Sales,41772,5,2024-11-04
16542,Finance,78510,2,2021-05-30
16543,Operations,115131,5,2024-09-24
16544,IT,57785,4,2022-12-25
16545,HR,71222,1,2023-05-31
16546,HR,116260,4,2021-07-06
16547,Sales,75833,3,2022-11-12
16548,Finance,63847,1,2022-11-04
16549,HR,47384,4,2023-07-05
16550,Sales,111077,4,2023-08-18
16551,Finance,139684,2,2024-06-28
16552,Sales,98648,5,2023-11-05
16553,Finance,124090,2,2023-06-19
16554,Sales,72283,5,2021-10-10
16555,HR,122633,2,2023-10-24
16556,HR,113659,2,2023-04-11
16557,Finance,141786,3,2024-11-11
16558,Sales,51811,1,2023-05-26
16559,IT,59157,3,2023-01-17
16560,Operations,81259,1,2024-04-05
16561,Finance,120763,5,2021-05-08
16562,Sales,75170,2,2021-05-02
16563,IT,128253,4,2023-05-27
16564,Operations,139394,5,2021-01-07
16565,Sales,47973,5,2023-05-29
16566,Finance,62137,5,2023-07-13
16567,HR,113906,2,2024-04-16
16568,Finance,42079,5,2023-01-09
16569,Sales,110135,5,2024-06-20
16570,HR,94524,1,2023-12-21
16571,Operations,148835,2,2022-06-21
16572,Operations,43655,1,2021-01-06
16573,Sales,148399,4,2022-04-24
16574,Finance,126610,2,2022-02-14
16575,Operations,32567,4,2021-02-01
16576,Operations,67087,3,2023-11-20
16577,IT,114469,1,2024-07-27
16578,Finance,82981,4,2022-05-29
16579,HR,63980,2,2022-05-24
16580,IT,54195,4,2024-07-02
16581,Finance,59717,2,2024-07-14
16582,Sales,103770,5,2022-09-02
16583,Finance,43308,4,2023-02-12
16584,Operations,78566,4,2022-06-25
16585,Finance,58636,3,2021-01-12
16586,Operations,134217,4,2022-05-15
16587,Operations,23694,2,2022-01-08
16588,IT,34650,2,2022-12-08
16589,Finance,132674,1,2023-05-12
16590,Sales,52355,4,2023-04-23
16591,HR,130928,3,2022-02-03
16592,HR,99434,5,2023-07-14
16593,Operations,59371,3,2022-08-17
16594,HR,141791,3,2022-12-17
16595,HR,59288,5,2023-11-15
16596,Finance,87832,5,2023-10-22
16597,HR,47268,4,2022-08-27
16598,IT,123294,3,2022-04-05
16599,HR,40329,2,2024-01-20
16600,HR,40044,4,2021-02-15
16601,Operations,79777,5,2023-01-20
16602,Sales,105903,1,2024-04-23
16603,Finance,69279,1,2024-06-16
16604,HR,55689,2,2021-04-08
16605,Finance,112469,5,2023-11-19
16606,IT,131534,4,2024-11-14
16607,Sales,102421,5,2021-07-16
16608,HR,42078,5,2021-05-23
16609,Finance,44599,1,2021-10-21
16610,HR,141562,2,2023-05-23
16611,Operations,56492,5,2024-01-12
16612,Operations,146197,1,2022-06-14
16613,HR,138168,4,2022-10-15
16614,HR,126104,4,2022-12-02
16615,Finance,135453,4,2022-05-09
16616,IT,37674,1,2022-12-02
16617,IT,24414,3,2024-06-22
16618,IT,49210,4,2022-06-14
16619,Operations,79801,3,2021-01-30
16620,Operations,79416,2,2023-07-08
16621,Finance,91600,1,2024-10-16
16622,HR,103392,4,2022-09-13
16623,Operations,113130,5,2022-12-15
16624,IT,85614,4,2022-03-23
16625,Finance,76487,5,2021-04-18
16626,IT,85302,4,2022-06-24
16627,Finance,39210,1,2023-05-29
16628,IT,51307,3,2022-08-01
16629,IT,44213,1,2025-02-07
16630,HR,20464,3,2022-03-24
16631,IT,30247,2,2022-06-25
16632,HR,128792,2,2022-12-03
16633,Finance,134105,3,2021-04-10
16634,Operations,84252,3,2021-04-14
16635,HR,100101,1,2023-02-17
16636,Operations,100286,4,2021-05-02
16637,Sales,102299,4,2024-10-07
16638,IT,137794,1,2024-03-13
16639,HR,122157,3,2023-02-16
16640,HR,119400,4,2023-09-29
16641,Operations,98444,5,2023-01-22
16642,Operations,126325,4,2021-04-25
16643,Operations,132560,5,2021-12-10
16644,Operations,110410,1,2024-09-01
16645,HR,58559,5,2022-08-17
16646,HR,35080,1,2024-04-26
16647,IT,72284,2,2022-03-18
16648,Sales,43125,4,2024-10-25
16649,Finance,134656,4,2024-03-03
16650,Sales,129682,2,2024-03-31
16651,HR,123619,4,2021-03-11
16652,Operations,69406,1,2022-10-13
16653,Operations,139811,4,2023-03-02
16654,Operations,51761,5,2021-01-05
16655,Sales,146043,4,2023-02-24
16656,Operations,139810,5,2022-06-19
16657,Finance,131406,3,2022-11-14
16658,IT,53870,1,2021-02-10
16659,HR,122769,4,2023-10-06
16660,Finance,23905,5,2023-04-04
16661,Finance,109893,5,2022-03-05
16662,IT,129388,1,2021-09-27
16663,IT,147751,1,2021-01-24
16664,HR,131348,4,2024-10-17
16665,Finance,62188,2,2022-09-24
16666,IT,82390,2,2024-06-26
16667,HR,60944,4,2024-02-16
16668,Sales,54924,5,2021-10-24
16669,IT,114857,3,2022-11-14
16670,Operations,70934,3,2022-02-20
16671,IT,93791,5,2021-05-04
16672,HR,32300,3,2021-09-18
16673,Operations,66030,4,2021-07-09
16674,Operations,46107,5,2022-04-27
16675,HR,33361,3,2025-01-03
16676,Operations,53336,4,2021-10-13
16677,Operations,94553,3,2024-10-10
16678,Sales,127977,1,2021-07-28
16679,Finance,76338,1,2022-01-01
16680,HR,31235,1,2024-08-16
16681,IT,141684,2,2021-07-15
16682,Sales,101717,4,2021-11-04
16683,HR,71608,3,2023-03-11
16684,IT,51849,3,2025-02-06
16685,Finance,87821,5,2024-07-20
16686,Sales,42415,3,2022-08-22
16687,Operations,96600,5,2024-01-24
16688,Operations,99039,1,2021-09-17
16689,IT,147334,2,2023-11-10
16690,HR,147942,5,2024-08-23
16691,IT,44981,1,2022-09-13
16692,HR,39704,5,2023-09-04
16693,IT,71037,3,2021-08-22
16694,Sales,85082,5,2024-08-06
16695,Operations,47451,5,2021-10-29
16696,IT,71330,5,2023-03-24
16697,Finance,149823,4,2023-01-07
16698,Operations,123507,3,2025-01-09
16699,IT,120571,5,2021-04-13
16700,IT,34886,5,2024-08-08
16701,Operations,134408,4,2024-03-11
16702,Operations,23840,2,2025-01-20
16703,Operations,83427,3,2021-03-06
16704,HR,98917,2,2023-06-21
16705,HR,122635,2,2021-06-30
16706,IT,46842,2,2022-06-09
16707,IT,71082,3,2021-05-01
16708,IT,69995,5,2023-08-21
16709,Operations,28521,3,2023-03-22
16710,Finance,136625,1,2022-03-07
16711,Sales,105704,1,2022-08-17
16712,HR,101173,1,2024-01-02
16713,HR,24687,4,2023-07-10
16714,Operations,73291,2,2023-03-21
16715,Finance,128318,4,2022-11-01
16716,Finance,99034,5,2023-12-15
16717,Finance,28193,3,2023-02-20
16718,Operations,23305,1,2023-09-19
16719,HR,21891,2,2024-06-21
16720,IT,141088,4,2021-07-22
16721,Finance,140933,5,2022-02-15
16722,Operations,42840,2,2024-12-04
16723,IT,129403,2,2024-12-06
16724,IT,95620,5,2024-08-03
16725,HR,65869,3,2024-06-20
16726,Operations,20144,2,2021-06-20
16727,Sales,117931,3,2022-09-03
16728,IT,86989,1,2021-10-05
16729,Operations,105100,3,2021-08-13
16730,HR,145236,3,2024-11-11
16731,Sales,96623,2,2022-08-14
16732,Operations,97750,4,2022-02-06
16733,HR,117016,5,2021-05-04
16734,Sales,127909,5,2024-09-24
16735,Operations,36189,5,2024-07-23
16736,IT,51663,4,2023-10-27
16737,Operations,103668,4,2023-03-09
16738,IT,106699,2,2022-11-24
16739,Sales,53819,2,2022-10-11
16740,Finance,72167,5,2023-08-27
16741,HR,70139,3,2021-02-20
16742,HR,72195,3,2022-10-06
16743,HR,60162,2,2024-10-17
16744,Operations,109723,5,2022-05-30
16745,Finance,117703,1,2022-06-05
16746,HR,131423,3,2021-07-27
16747,Finance,21532,4,2022-11-29
16748,Operations,65602,1,2023-02-26
16749,Operations,69548,3,2024-03-21
16750,HR,113004,4,2022-09-23
16751,HR,21529,2,2024-05-14
16752,HR,39001,2,2022-04-12
16753,Operations,90886,5,2024-04-19
16754,HR,24086,4,2022-05-02
16755,Operations,33713,4,2025-01-07
16756,Sales,98546,1,2021-06-13
16757,Finance,119012,1,2022-03-05
16758,Finance,90539,1,2024-02-12
16759,Operations,56724,4,2023-01-06
16760,Operations,97042,2,2024-02-24
16761,Sales,48570,2,2024-09-14
16762,Finance,112140,4,2022-10-31
16763,HR,80840,2,2021-04-12
16764,Operations,79285,4,2021-10-27
16765,IT,94928,2,2022-09-18
16766,Finance,25804,1,2024-12-06
16767,HR,130288,2,2023-08-18
16768,HR,50964,2,2023-04-03
16769,Sales,103240,1,2022-06-30
16770,Operations,42080,1,2021-04-12
16771,HR,117386,1,2023-04-14
16772,Sales,113319,5,2023-06-13
16773,HR,131234,5,2022-02-27
16774,Sales,85711,3,2021-02-25
16775,Operations,59857,4,2024-02-06
16776,IT,34449,3,2022-08-11
16777,Sales,38757,5,2023-12-25
16778,Finance,87258,5,2024-02-17
16779,Operations,86572,3,2021-05-08
16780,Finance,54009,2,2023-02-08
16781,Operations,127674,3,2023-11-02
16782,Finance,141875,2,2023-11-22
16783,HR,63208,3,2023-10-29
16784,HR,51934,2,2024-12-21
16785,Finance,31727,5,2021-09-16
16786,Finance,56159,5,2022-09-28
16787,Sales,72759,2,2024-11-11
16788,Operations,41892,2,2023-08-04
16789,HR,125165,2,2024-09-06
16790,Operations,44704,2,2024-11-11
16791,Sales,106641,5,2021-06-23
16792,Finance,69072,3,2021-07-15
